,type_of_reference,accession_number,title,publication_year,access_date,secondary_title,issn,alternate_title1,volume,number,start_page,authors,urls,language,doi,publisher,abstract,place_published,keywords,asreview_label,asreview_time,asreview_note,asreview_tag_existingproducts_commercialavailable,asreview_tag_existingproducts_experimental,asreview_tag_efficacymechanicsdelivery_efficacy,asreview_tag_efficacymechanicsdelivery_strainstraits,asreview_tag_efficacymechanicsdelivery_formulationdelivery_,asreview_tag_autodisseminationsocial_horizontalsporetransfer_,asreview_tag_nontargetecotox_apis,asreview_tag_nontargetecotox_bombus,asreview_tag_nontargetecotox_otherinsect,asreview_tag_nontargetecotox_othernoninstect,asreview_tag_nontargetecotox_human,asreview_tag_regulatorypolicy_euapproval,asreview_tag_regulatorypolicy_notallowed_,asreview_tag_regulatorypolicy_approvalpathways,asreview_tag_backgroundproxies_otherfungus,asreview_tag_backgroundproxies_generalbiology,asreview_tag_backgroundproxies_trapsbaits,asreview_tag_seedpaper_metaanalysis,asreview_tag_seedpaper_review,asreview_tag_seedpaper_vespavelutina,asreview_tag_seedpaper_vespideae,asreview_tag_nontargetecotox_apis-bombus,asreview_tag_nontargetecotox_othervespideae
2101,JOUR,rayyan-628420908,Metabolic Plasticity and Virulence-Associated Factors of Sporothrix brasiliensis Strains Related to Familiar Outbreaks of Cat-to-Human Transmitted Sporotrichosis,2023,7,"Journal of fungi (Basel, Switzerland)",2309-608X,J Fungi (Basel),9,7,724,"Correa-Junior, Dario;de Andrade, Iara Bastos;Alves, Vinicius;Avellar-Moura, Igor;Rodrigues-Alves, Tania;de Souza Rabello, Vanessa Brito;de S Araujo, Glauber R;Borba-Santos, Luana Pereira;Zancope-Oliveira, Rosely Maria;Almeida-Paes, Rodrigo;Frases, Susana","[""http://europepmc.org/abstract/MED/37504713"", ""https://doi.org/10.3390/jof9070724""]",eng,10.3390/jof9070724,,"Sporothrix brasiliensis is the main agent of zoonotic sporotrichosis transmitted by domestic cats in South America. In humans, sporotrichosis commonly presents with cutaneous or lymphocutaneous lesions, and in cats, with multiple ulcerated skin lesions associated with enlarged lymph nodes and respiratory signs. Fungal virulence factors may affect the clinical presentation of the mycoses. Sporothrix spp. present some virulence factors. This study aims to compare 24 S. brasiliensis strains from 12 familiar outbreaks of cat-to-human transmitted sporotrichosis. Fungal growth in different substrates, thermotolerance, resistance to oxidative stress, and production of enzymes were evaluated. An invertebrate model of experimental infection was used to compare the virulence of the strains. The strains grew well on glucose and N-acetyl-D-glucosamine but poorly on lactate. Their thermotolerance was moderate to high. All strains were susceptible to hydrogen peroxide, and the majority produced hemolysins but not phospholipase and esterase. There was no significant difference in the putative virulence-associated factors studied among the different hosts. Moreover, strains isolated from a human and a cat from four familiar outbreaks presented a very similar profile of expression of these factors, reinforcing the zoonotic transmission of S. brasiliensis in Brazil and demonstrating the plasticity of this species in the production of virulence factors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5529,JOUR,rayyan-628425815,Characterization of three mitogen-activated protein kinase kinase-like proteins in Beauveria bassiana.,2018,4,Fungal genetics and biology : FG & B,1096-0937 (Electronic),Fungal Genet Biol,113,,24-31,Liu J;Sun HH;Ying SH;Feng MG,https://pubmed.ncbi.nlm.nih.gov/29410210/,eng,10.1016/j.fgb.2018.01.008,,"Pbs2, Mkk1 and Ste7 orthologs are three mitogen-activated protein kinase (MAPK) kinases (MAPKKs) acting as checkpoints of the Hog1, Slt2 and Fus3 MAPK cascades that constitute major parts of fungal signaling network. Here, we show that three other MAPKK-like proteins (Mkk4/5/6) exist in Beauveria bassiana and other entomopathogenic or non-entomopathogenic fungi but lack in yeasts and aspergilli, and elucidate how they function in the fungal insect pathogen. Based on phenotypic defects of single-, double- and triple-deletion mutants, Mkk4, Mkk5 and Mkk6 played collaborative or independent roles in sustaining radial growth on various media, conidiation capacity, conidial germination, conidial UV-B resistance, and/or virulence. In stress assays, three single-deletion mkk mutants showed increased tolerance to cell wall stress but null response to a 3-h heat shock at 40 C during normal incubation. Only did mkk6 exhibit increased sensitivity to either menadione or H(2)O(2) oxidation. Intriguingly, mkk5 and mkk6 displayed a remarkable increase in cellular sensitivity to a high osmolarity of NaCl or KCl instead of non-salt sorbitol, suggesting a link of their increased sensitivity to the toxicity of a high Na(+)/K(+) concentration rather than to the plausible osmotic stress of either salt. However, all of the deletion mutants showed no resistance to fludioxonil, a phenylpyrrole-type fungicide. A discussion is provided on whether Mkk4, Mkk5 and Mkk6 could be likely associated wi",United States,"Animals;Antifungal Agents/pharmacology;Beauveria/*enzymology/genetics;Cell Wall/genetics/metabolism;Fungal Proteins/*genetics/*metabolism;Gene Deletion;*Gene Expression Regulation, Fungal;Heat-Shock Response;Hydrogen Peroxide/metabolism;Insecta/microbiology;Mitogen-Activated Protein Kinase Kinases/*genetics/*metabolism;Osmotic Pressure;Potassium Chloride/pharmacology;Signal Transduction;Sodium Chloride/pharmacology;Sorbitol/pharmacology;Spores, Fungal/growth & development;Stress, Physiological;Virulence;Vitamin K 3/metabolism",,,,,,,,,,,,,,,,,,,,,,,,,,
2442,JOUR,rayyan-628421269,A screening method for plastic-degrading fungi,2024,5,Heliyon,2405-8440,Heliyon,10,10,e31130,"Cernosa, Anja;Cortizas, Antonio Martinez;Traore, Mohamed;Podlogar, Matejka;Danevcic, Tjasa;Gunde-Cimerman, Nina;Gostincar, Cene","[""http://europepmc.org/abstract/MED/38803974"", ""https://doi.org/10.1016/j.heliyon.2024.e31130""]",eng,10.1016/j.heliyon.2024.e31130,,"The growing amount of plastic waste requires new ways of disposal or recycling. Research into the biodegradation of recalcitrant plastic polymers is gathering pace. Despite some progress, these efforts have not yet led to technologically and economically viable applications. In this study, we show that respirometric screening of environmental fungal isolates in combination with scanning electron microscopy (SEM), Fourier transform infrared spectroscopy (FTIR) and Raman spectroscopy can be used to identify new strains with the potential for the degradation of plastic polymers. We screened 146 fungal strains, 71 isolated from car repair shops, an environment rich in long-chain hydrocarbons, and 75 isolated from hypersaline water capable of growing at high concentrations of NaCl. When grown in a minimal medium with no carbon source, some strains produced significantly more CO2 when a pure plastic polymer was added to the medium, some only at high salinity. A selection of these strains was shown by FTIR and Raman spectroscopy to alter the properties of plastic polymers: Cladosporium sp. EXF-13502 on polyamide, Rhodotorula dairenensis EXF-13500 on polypropylene, Rhodotorula sp. EXF-10630 on low-density polyethylene and Wickerhamomyces anomalus EXF-6848 on polyethylene terephthalate. Respirometry in combination with specific spectroscopic methods is an efficient method for screening microorganisms capable of at least partial plastic degradatio",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,JOUR,rayyan-628422254,Aspergillus niger is a superior expression host for the production of bioactive fungal cyclodepsipeptides,2018,,Fungal biology and biotechnology,2054-3085,Fungal Biol Biotechnol,5,,4,"Boecker, Simon;Gratz, Stefan;Kerwat, Dennis;Adam, Lutz;Schirmer, David;Richter, Lennart;Schutze, Tabea;Petras, Daniel;Sussmuth, Roderich D;Meyer, Vera","[""http://europepmc.org/abstract/MED/29507740"", ""https://fungalbiolbiotech.biomedcentral.com/track/pdf/10.1186/s40694-018-0048-3""]",eng,10.1186/s40694-018-0048-3,,"BackgroundFungal cyclodepsipeptides (CDPs) are non-ribosomally synthesized peptides produced by a variety of filamentous fungi and are of interest to the pharmaceutical industry due to their anticancer, antimicrobial and anthelmintic bioactivities. However, both chemical synthesis and isolation of CDPs from their natural producers are limited due to high costs and comparatively low yields. These challenges might be overcome by heterologous expression of the respective CDP-synthesizing genes in a suitable fungal host. The well-established industrial fungus Aspergillus niger was recently genetically reprogrammed to overproduce the cyclodepsipeptide enniatin B in g/L scale, suggesting that it can generally serve as a high production strain for natural products such as CDPs. In this study, we thus aimed to determine whether other CDPs such as beauvericin and bassianolide can be produced with high titres in A. niger, and whether the generated expression strains can be used to synthesize new-to-nature CDP derivatives.ResultsThe beauvericin and bassianolide synthetases were expressed under control of the tuneable Tet-on promoter, and titres of about 350-600 mg/L for bassianolide and beauvericin were achieved when using optimized feeding conditions, respectively. These are the highest concentrations ever reported for both compounds, whether isolated from natural or heterologous expression systems. We also show that the newly established Tet-on based ex",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989,JOUR,rayyan-628427698,Population Development of Meloidogyne incognita on Soybean Defoliated by Pseudoplusia includens,1993,3,Journal of nematology,0022-300X,J Nematol,25,1,50-54,"Russin, JS;McGawley, EC;Boethel, DJ","[""http://europepmc.org/abstract/MED/19279741"", ""https://europepmc.org/articles/PMC2619346""]",eng,,,"Greenhouse studies examined population densities of Meloidogyne incognita race 4 on soybean (Glycine max 'Davis') defoliated by larvae of soybean looper (Pseudoplusia indudens (Walker)). Plants were defoliated over a 2-week period beginning 5 weeks after seedlings were transplanted. Four groups of plants were infested with nematodes (5,000 eggs/pot) at 2-week intervals to allow harvesting of plants at 0, 2, 4, and 6 weeks postdefoliation (WPD). Plants in each group were harvested 4 weeks after nematode infestation. Root and nodule weights of defoliated plants were suppressed at 0 WPD, but differences were not detectable at 2, 4, and 6 WPD. Population densities of M. incognita were similar on defoliated and control plants at 0 WPD but were greater on defoliated plants at 4 and 6 WPD. Percentage hatching of eggs produced on the latter plants also was higher. Effects of insect-induced defoliation on development of M. incognita remained detectable even after soybean plant growth apparently returned to normal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,JOUR,rayyan-628422741,The C2H2 Zinc Finger Protein MaNCP1 Contributes to Conidiation through Governing the Nitrate Assimilation Pathway in the Entomopathogenic Fungus Metarhizium acridum,2022,9,"Journal of fungi (Basel, Switzerland)",2309-608X,J Fungi (Basel),8,9,942,"Li, Chaochuang;Xia, Yuxian;Jin, Kai","[""http://europepmc.org/abstract/MED/36135667"", ""https://www.mdpi.com/2309-608X/8/9/942/pdf?version=1662615777""]",eng,10.3390/jof8090942,,"Zinc finger proteins are an important class of multifunctional regulators. Here, the roles of a C2H2 zinc finger protein MaNCP1 (Metarhizium acridum nitrate-related conidiation pattern shift regulatory factor 1) in nitrogen utilization and conidiation were explored in the entomopathogenic fungus M. acridum. The results showed that MaNCP1-disruption mutant (MaNCP1) impaired the ability to utilize nitrate, ammonium and glutamine and reduced the expression of nitrate assimilation-related genes, suggesting that MaNCP1 was involved in governing nitrogen utilization. In addition, the conidial yield of the MaNCP1 strain, cultured on the microcycle conidiation medium (SYA), was significantly decreased, which could be restored or even enhanced than that of the WT strain through increasing the nitrate content in SYA medium. Further study showed that MaAreA, a core regulator in the nitrogen catabolism repression (NCR) pathway, was a downstream target gene of MaNCP1. Screening the differential expression genes between WT and MaNCP1 strains revealed that the conidial yield of M. acridum regulated by nitrate might be related to NCR pathway on SYA medium. It could be concluded that MaNCP1 contributes to the nitrate assimilation and conidiation, which will provide further insights into the relationship between the nitrogen utilization and conidiation in fungi.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,JOUR,rayyan-628415137,Microsclerotia formation of the biocontrol fungus Cordyceps javanica IF-1106 and evaluation of its stress tolerance and pathogenicity,2025,,Frontiers in microbiology,1664-302X,Front Microbiol,16,,1583850,"Li, Yihua;Li, Junmei;Cai, Xiaoxia;Gao, Meiyu;Diao, Hongliang;Xiang, Huiming;Zhou, Wenwen;Ma, Ruiyan","[""http://europepmc.org/abstract/MED/40365065"", ""https://doi.org/10.3389/fmicb.2025.1583850""]",eng,10.3389/fmicb.2025.1583850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,JOUR,rayyan-628420470,Hidden diversity behind the Lecanicillium-like white colony-forming mycoparasites on Hemileia vastatrix (coffee leaf rust),2025,12,Persoonia,0031-5850,Persoonia,55,,239-275,"Colman, AA;Araujo, JPM;Evans, HC;Correa Mansur, PS;Salcedo-Sarmiento, S;Silva, AL;Kapeua-Ndacnou, M;Belachew-Bekele, BK;Pereira, CM;Crous, PW;Barreto, RW","[""http://europepmc.org/abstract/MED/41536594"", ""https://doi.org/10.3114/persoonia.2025.55.07""]",eng,10.3114/persoonia.2025.55.07,,"During surveys for fungal natural enemies of Hemileia vastatrix - the causal agent of coffee leaf rust (CLR) - in its African centre of origin (Cameroon, Ethiopia), as well as in its exotic South American range (Brazil, Paraguay), an eclectic and species-rich mycobiota was encountered. Here, we provide a comprehensive report on an assemblage of 'white colony-forming fungi' (WCF), often treated in the earlier literature under the inadequate 'label' Verticillium lecanii (=Lecanicillium lecanii). A total of 265 isolates of WCF were provisionally placed in this arbitrary group. We clarified the identity of our assemblage of Lecanicillium-like fungi using a combination of morphological characteristics and sequence data for the large subunit nuclear ribosomal DNA (LSU), translation elongation factor 1- (TEF) and the largest subunits of RNA polymerase II (RPB1 and RPB2) regions. Fifteen WCF species belonging to eight genera across three hypocrealean families (Bionectriaceae, Clavicipitaceae and Cordycipitaceae) were found parasitizing pustules of CLR. Significantly, Lecanicillium lecanii was not found to be present amongst these taxa. Six species belonged to the known genera - Corniculantispora, Gamszarella, Lecanicillium, Ovicillium, Pleurodesmospora and Simplicillium. Two new genera are described, Bettiolomyces and Hemileiophthora, as well as seven new species, Betti",,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,JOUR,rayyan-628415164,Endophytic Evaluation of Entomopathogenic Fungi for Management of Orseolia oryzivora Infestation on Rice Plants,2026,2,Indian journal of microbiology,0046-8991,Indian J Microbiol,66,1,37-45,"Oyetunji, OE;Odebode, AC;Nwilene, FE;Kotun, BC;Thonda, OA;Aransiola, Sesan Abiodun;Maddela, Naga Raju;Prasad, Ram","[""http://europepmc.org/abstract/MED/41710240"", ""https://doi.org/10.1007/s12088-025-01521-9""]",eng,10.1007/s12088-025-01521-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,JOUR,rayyan-628420670,Storage of Cereals in Warehouses with or without Pesticides,2020,11,Insects,2075-4450,Insects,11,12,E846,"Hamel, Darka;Rozman, Vlatka;Liska, Anita","[""http://europepmc.org/abstract/MED/33260599"", ""https://doi.org/10.3390/insects11120846""]",eng,10.3390/insects11120846,,"At a time when there is much talk of reducing pesticide use and the implementation of integrated pest management, mainly in fields and glass-houses, it is appropriate to consider how cereals in storage are handled and what measures are taken to protect them against insects and other pests. For decades, the use of various synthetic pesticides has been the basis for the proper and long-term storage of cereals, primarily free of insects and mites, but also fungi and their mycotoxins and rodents. However, due to the registered negative effects of synthetic pesticides, such as dichloro-diphenyl-trihloroethane (DDT) or methyl bromide, on human health and the environment, and the appearance of resistance to, e.g., malathion, researchers have been looking for new acceptable control measures. Due to the proven and published non-acceptable data regarding synthetic pesticide effects, a combination of physical, mechanical, and biological measures with the minimal use of synthetic pesticides, under the name of integrated pest management, have been promoted. These combinations include high and low temperatures; the removal of dockages; and the application of pheromones, diatomaceous earth, and natural compounds from various plants, as well as inert gases, predators, and parasites. A ban of any synthetic pesticide usage is currently being considered, which emphasizes the fact that protection should only be performed by measures that do not leave harmful residues. However, the facts show tha",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949,JOUR,rayyan-628427655,Low concentrations of hydrogen peroxide or nitrite induced of Paracoccidioides brasiliensis cell proliferation in a Ras-dependent manner,2013,,PloS one,1932-6203,PLoS One,8,7,e69590,"Haniu, Ana Eliza Coronel Janu;Maricato, Juliana Terzi;Mathias, Pedro Paulo Moraes;Castilho, Daniele Goncalves;Miguel, Rodrigo Bernardi;Monteiro, Hugo Pequeno;Puccia, Rosana;Batista, Wagner Luiz","[""http://europepmc.org/abstract/MED/23922749"", ""https://doi.org/10.1371/journal.pone.0069590""]",eng,10.1371/journal.pone.0069590,,"Paracoccidioides brasiliensis, a causative agent of paracoccidioidomycosis (PCM), should be able to adapt to dramatic environmental changes inside the infected host after inhalation of air-borne conidia and transition to pathogenic yeasts. Proteins with antioxidant functions may protect fungal cells against reactive oxygen (ROS) and nitrogen (RNS) species generated by phagocytic cells, thus acting as potential virulence factors. Ras GTPases are involved in stress responses, cell morphology, and differentiation in a range of organisms. Ras, in its activated form, interacts with effector proteins and can initiate a kinase cascade. In lower eukaryotes, Byr2 kinase represents a Ras target. The present study investigated the role of Ras in P. brasiliensis after in vitro stimulus with ROS or RNS. We have demonstrated that low concentrations of H2O2 (0.1 mM) or NO2 (0.1-0.25 M) stimulated P. brasiliensis yeast cell proliferation and that was not observed when yeast cells were pre-incubated with farnesyltransferase inhibitor. We constructed an expression plasmid containing the Byr2 Ras-binding domain (RBD) fused with GST (RBD-Byr2-GST) to detect the Ras active form. After stimulation with low concentrations of H2O2 or NO2, the Ras active form was observed in fungal extracts. Besides, NO2 induced a rapid increase in S-nitrosylated Ras levels. This alternative posttranslational modification of Ras, probably in residue Cys123, would lead to an exchange of GDP for GTP and consequent GTP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,JOUR,rayyan-628419703,Solid-state fermentation of hemp waste: enhancing the performance of Hermetia illucens larvae and altering the composition of hemp secondary metabolites,2025,,Frontiers in bioengineering and biotechnology,2296-4185,Front Bioeng Biotechnol,13,,1449233,"Yakti, Wael;Forster, Nadja;Muller, Marcus;Beck, Sebastian;Schulz, Simon;Mewis, Inga;Ulrichs, Christian","[""http://europepmc.org/abstract/MED/39926358"", ""https://www.frontiersin.org/journals/bioengineering-and-biotechnology/articles/10.3389/fbioe.2025.1449233/pdf""]",eng,10.3389/fbioe.2025.1449233,,"Solid-state fermentation (SSF) can increase the nutritional quality of low value substrates for insects. In this study, SSF using different fungal species was applied on a hemp waste substrate, and the fermentation was followed by a black soldier fly larvae (BSFL) feeding experiment during which 300 larvae were grown on 200 g (20.1% DM) substrate for 7-9 days depending on the treatment. Besides assessing the BSFL performance parameters, the presence of hemp cannabinoids, flavonoids, and terpenes was assessed through the process and compared among the treatments. The results show that BSFL growth parameters varied depending on the fungal species used. Fermenting the substrate with Ganoderma lucidum can lead to an increase in the BSFL dry yield (4.54 g) compared to the untreated substrate (2.86 g), likely due to enhancing carbon accessibility in the substrate. SSF using Trichoderma reesei increased the cannabidiol and 9-tetrahydrocannabinol mass fractions in the substrate, and consequently in the produced BSFL biomass, while decreasing the amounts of acidic cannabinoids. Both Hypsizygus ulmarius and Pleurotus ostreatus effectively removed cannabinoids from the substrate. This study confirms that pre-treating hemp wastes via SSF can enhance their nutritional value and/or reduce bioactive secondary metabolites, with different fungal species offering different and complementary performances in achieving different biotechnological goals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,JOUR,rayyan-628419698,Integrated Pest Management of Wireworms (Coleoptera: Elateridae) and the Rhizosphere in Agroecosystems,2022,8,Insects,2075-4450,Insects,13,9,769,"Nikoukar, Atoosa;Rashed, Arash","[""http://europepmc.org/abstract/MED/36135470"", ""https://doi.org/10.3390/insects13090769""]",eng,10.3390/insects13090769,,"The rhizosphere is where plant roots, physical soil, and subterranean organisms interact to contribute to soil fertility and plant growth. In agroecosystems, the nature of the ecological interactions within the rhizosphere is highly dynamic due to constant disruptions from agricultural practices. The concept of integrated pest management (IPM) was developed in order to promote an approach which is complementary to the environment and non-target organisms, including natural enemies, by reducing the sole reliance on synthetic pesticides to control pests. However, some of the implemented integrated cultural and biological control practices may impact the rhizosphere, especially when targeting subterranean pests. Wireworms, the larval stage of click beetles (Coleoptera: Elateridae), are generalist herbivores and a voracious group of pests that are difficult to control. This paper introduces some existing challenges in wireworm IPM, and discusses the potential impacts of various control methods on the rhizosphere. The awareness of the potential implications of different pest management approaches on the rhizosphere will assist in decision-making and the selection of the control tactics with the least long-term adverse effects on the rhizosphere.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,JOUR,rayyan-628415457,"Flavonoid production via solid-state fermentation of agro-industrial waste with biopesticidal fungi: screening, optimization and scale-up",2026,3,Bioprocess and Biosystems Engineering,,,49,5,1287-1302,"de Oliveira, Fabiola Ribeiro;Sala, Arnau;Okino-Delgado, Clarissa;Gea, Teresa;Casciatori, Fernanda",https://app.dimensions.ai/details/publication/pub.1199647035,,10.1007/s00449-026-03316-8,,"Flavonoids are bioactive compounds with significant applications in agriculture due to their antimicrobial properties, ability to mitigate abiotic stress and role in promoting plant-microbe interactions. This study explores the potential of producing flavonoids through solid-state fermentation (SSF) using agro-industrial residues as substrates for filamentous fungi. Trichoderma harzianum, Trichoderma viride and Beauveria bassiana were evaluated for their ability to increase total flavonoids content on different substrates, in a screening process at laboratory scale, achieving a production of 0.53 0.09 mg of total flavonoids per gram of dry matter (mg g1dm) with T. harzianum in a blend of 30% spent coffee grounds (SCG) and 70% brewers spent grain (BSG) as carbon source. Subsequently, the bioprocess was optimized on 0.5 L packed bed bioreactors regarding cultivation time and productivity. A design of experiments was conducted to evaluate the influence of substrate composition and moisture content on the production of the desired metabolites, as well as the effect of temperature variation, resulting in an increase in total flavonoid production to 0.75 0.14 mg g1dm. Finally, the process was scaled-up under optimized conditions in a 22 L packed bed bioreactor, reaching a production of 0.43 0.07 mg g1dm. These results demonstrate the feasibility of valorizing agro-industrial residues through SSF using biopesticidal fungi, providing a scalable bioprocess to produce flavonoi",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,JOUR,rayyan-628421933,Molecular cloning and expression analysis of a hemolin-like molecule from Antheraea pernyi,2015,5,International immunopharmacology,1567-5769,Int Immunopharmacol,26,1,65-71,"Sun, Yu;Wang, Lei;Qian, Cen;Dai, Lishang;Li, Jun;Zhang, Congfen;Zhu, Bao-Jian;Liu, Chao-Liang","[""http://europepmc.org/abstract/MED/25812765"", ""https://doi.org/10.1016/j.intimp.2015.03.010""]",eng,10.1016/j.intimp.2015.03.010,,"Hemolin belongs to the immunoglobulin superfamily and plays an important role in innate immune response of insects. In this study, a hemolin-like cDNA of 1418bp was obtained from Antheraea pernyi (Ap-hemolin-like). Sequence analysis revealed Ap-hemolin-like was homologous to those hemolins from other insect species. Recombinant Ap-hemolin-like protein was expressed in Escherichia coli cells, and polyclonal antibodies were produced against the recombinant proteins. Real-time PCR and western blot analysis showed that the Ap-hemolin-like was expressed in hemolymph, Malpighian tubules, midgut, epidermis and fat body, with the highest expression level in hemolymph. To investigate its role in the immune response against microorganisms, fifth instar larvae were challenged by injecting nucleopolyhedrovirus (NPV), E. coli, or Beauveria bassiana. The results showed that the expression of Ap-hemolin-like in hemolymph and fat body was obviously induced by microorganisms. In addition, the recombinant Ap-hemolin-like protein promoted the agglutination of E. coli in the presence of calcium, which was confirmed by agglutination assay. These results suggested that the Ap-hemolin-like protein was involved in innate immune response of A. pernyi against pathogens.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,JOUR,rayyan-628421223,Fungi with history: Unveiling the mycobiota of historic documents of Costa Rica,2023,,PloS one,1932-6203,PLoS One,18,1,e0279914,"Escudero-Leyva, Efrain;Vieto, Sofia;Avendano, Roberto;Rojas-Gatjens, Diego;Aguero, Paola;Pacheco, Carlos;Montero, Mavis L;Chaverri, Priscila;Chavarria, Max","[""http://europepmc.org/abstract/MED/36652424"", ""https://doi.org/10.1371/journal.pone.0279914""]",eng,10.1371/journal.pone.0279914,,"We studied the physicochemical characteristics and mycobiota associated to five key historic documents from Costa Rica, including the Independence Act of Costa Rica from 1821. We used nondestructive techniques (i.e., ATR-FTIR and XRF) to determine paper and ink composition. Results show that some documents are composed of cotton-based paper, whereas others were made of wood cellulose with an increased lignin content. We also determined that the ink employed in some of the documents is ferrogallic. Cultivation and molecular techniques were used to characterize the fungi inhabiting the documents. In total, 22 fungal isolates were obtained: 15 from the wood-cellulose-based documents and seven from the other three cotton-based. We also tested the cellulolytic activity of the recovered fungi; 95% of the fungi presented cellulolytic activity correlated to their ability to cause deterioration of the paper. Results suggest that cotton-based paper is the most resistant to fungal colonization and that most of the isolates have cellulolytic activity. This work increases the knowledge of the fungal diversity that inhabits historic documents and its relationship with paper composition and provides valuable information to develop strategies to conserve and restore these invaluable documents.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,JOUR,rayyan-628422939,Application of the Scorpion Neurotoxin AaIT against Insect Pests,2019,7,International journal of molecular sciences,1422-0067,Int J Mol Sci,20,14,E3467,"Deng, Sheng-Qun;Chen, Jia-Ting;Li, Wen-Wen;Chen, Min;Peng, Hong-Juan","[""http://europepmc.org/abstract/MED/31311095"", ""https://doi.org/10.3390/ijms20143467""]",eng,10.3390/ijms20143467,,"Androctonus australis Hector insect toxin (AaIT), an insect-selective toxin, was identified in the venom of the scorpion Androctonus australis. The exclusive and specific target of the toxin is the voltage-gated sodium channels of the insect, resulting in fast excitatory paralysis and even death. Because of its strict toxic selectivity and high bioactivity, AaIT has been widely used in experiments exploring pest bio-control. Recombinant expression of AaIT in a baculovirus or a fungus can increase their virulence to insect pests and diseases vectors. Likewise, transgenic plants expressing AaIT have notable anti-insect activity. AaIT is an efficient toxin and has great potential to be used in the development of commercial insecticides.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,JOUR,rayyan-628425754,Oxyfunctionalization of nonsteroidal anti-inflammatory drugs by filamentous-fungi.,2019,9,Journal of applied microbiology,1365-2672 (Electronic),J Appl Microbiol,127,3,724-738,Klenk JM;Kontny LH;Escobedo-Hinojosa W;Nebel BA;Hauer B,https://pubmed.ncbi.nlm.nih.gov/31173436/,eng,10.1111/jam.14342,,"AIMS: We aimed to expand the microbial biocatalyst platform to generate essential oxyfunctionalized standards for pharmaceutical, toxicological and environmental research. In particular, we examined the production of oxyfunctionalized nonsteroidal anti-inflammatory drugs (NSAIDs) by filamentous-fungi. METHODS AND RESULTS: Four NSAIDs; diclofenac, ibuprofen, naproxen and mefenamic acid were used as substrates for oxyfunctionalization in a biocatalytic process involving three filamentous-fungi strains; Beauveria bassiana, Clitocybe nebularis and Mucor hiemalis. Oxyfunctionalized metabolites that are major degradation intermediates formed by Cytochrome P450 monooxygenases in human metabolism were produced in isolated yields of up to 99% using 1 g l(-1) of substrate. In addition, a novel compound, 3',4'-dihydroxydiclofenac, was produced by B. bassiana. Proteomic analysis identified CYP548A5 that might be responsible for diclofenac oxyfunctionalization in B. bassiana. CONCLUSIONS: Efficient fungi catalysed oxyfunctionalization was achieved when using NSAIDs as substrates. High purities and isolated yields of the produced metabolites were achieved. SIGNIFICANCE AND IMPACT OF THE STUDY: The lack of current efficient synthetic strategies for oxyfunctionalization of NSAIDs is a bottleneck to perform pharmacokinetic, pharmacodynamic and toxicological analysis for the pharmaceutical industry. Additionally, oxyfunctionalized derivatives are needed for tracking the fate and impact of suc",England,"Anti-Inflammatory Agents, Non-Steroidal/*metabolism;Basidiomycota/metabolism;Cytochrome P-450 Enzyme System/metabolism;Diclofenac/metabolism;Fungi/*metabolism;Ibuprofen/metabolism;Mefenamic Acid/metabolism;Mucor/metabolism;Naproxen/metabolism;Proteomics",,,,,,,,,,,,,,,,,,,,,,,,,,
