record_index,accession_number,title,year,doi,article_link,urls,abstract
448,rayyan-628415835,Direct plantlet inoculation with soil or insect-associated fungi may control cabbage root fly maggots,2014,10.1016/j.jip.2014.05.006,https://doi.org/10.1016/j.jip.2014.05.006,https://app.dimensions.ai/details/publication/pub.1047097238,"A potential Delia radicum biological control strategy involving cauliflower plantlet inoculation with various fungi was investigated in a series of laboratory and glasshouse experiments. In addition to entomopathogenic fungi, fungi with a high rhizosphere competence and fungi with the ability to survive as saprotrophs in soil were tested. The following fungal species were evaluated in the experiments: Trichoderma atroviride, T. koningiopsis, T. gamsii, Beauveria bassiana, Metharhizium anisopliae, M. brunneum and Clonostachys solani. A commercial carbosulfan-based insecticide was used as a positive control. Additionally, two commercial products, one based on B. bassiana (Naturalis) and one on Bacillus thuringiensis (Delfin) were used as reference biocontrol agents. The aims were (i) to assess the pathogenicity of the selected fungal isolates to Delia radicum, (ii) to evaluate the fungal isolates' rhizosphere competence, with the emphasis on the persistence of the original inoculum on the growing roots, (iii) to assess possible endophytic plant tissue colonization, and (iv) to evaluate potential plant growth stimulating effects of the added inoculi. Significant pathogenicity of tested fungi against Delia radicum was confirmed in in vitro and glasshouse experiments. All tested fungi persisted on cauliflower rhizoplane. More importantly, the added fungi were found on thoroughly washed roots outside the original point of inoculation. This provided us with evidence that our tested"
1621,rayyan-628420380,Delayed efficacy of Beauveria bassiana foliar spray applications against Colorado potato beetle: Impacts of number and timing of applications on larval and next-generation adult populations,2015,10.1016/j.biocontrol.2014.12.019,https://doi.org/10.1016/j.biocontrol.2014.12.019,"[""http://europepmc.org/abstract/AGR/IND605328859"", ""https://doi.org/10.1016/j.biocontrol.2014.12.019""]","Spray programs comprising multiple or single foliar applications of the fungal pathogen Beauveria bassiana strain GHA (Bb-GHA) made during morning (AM) vs. evening (PM) hours were tested against Colorado potato beetle Leptinotarsa decemlineata (CPB) in small research plots of potatoes over multiple field seasons, and efficacy against larval and first-generation adult populations was evaluated. The pathogen (formulated as BotaniGard WP(R)) was applied at the rate of 2.51013 conidia in a spray volume of 468-480Lperha. Modes of efficacy were investigated by collecting pre-pupal larvae and holding them in soil cages in the field and laboratory. Results revealed that larval control achievable with multiple-spray programs was poor regardless of environmental moisture conditions, but that emerging adult populations were reduced by an average of 80% (range 58-93%) relative to control populations. Programs comprising a single application of Bb targeted against late-instar larvae reduced adult populations by an average of 60% (range 36-75%). Overall mean differences in efficacy of PM vs. AM applications were not significant in terms of larval control and defoliation damage. Emergence of next-generation adults was significantly lower in the PM vs. AM treatments, but differences were small in terms of percent control. Average yields from the Bb-GHA multiple-spray programs were 18% greater than those from the controls; the mean 5% increase resulting from the Bb-GHA single-spray programs wa"
5040,rayyan-628424244,Laboratory bioassay of Beauveria bassiana against Tetranychus urticae (Acari: Tetranychidae) on leaf discs and potted bean plants.,2015,10.1007/s10493-014-9871-2,https://doi.org/10.1007/s10493-014-9871-2,https://pubmed.ncbi.nlm.nih.gov/25500970/,"Use of the mycopathogen Beauveria bassiana (strain GHA), marketed as BotaniGard((R)) ES, was evaluated as a plant protection strategy against the spider mite Tetranychus urticae Koch, which is considered one of the most economically important and cosmopolitan pests of many crops. Tetranychus urticae were treated with four concentrations of conidia (1 10(5), 1 10(6), 1 10(7), or 1 10(8) conidia/ml), and virulence was assessed on mites held at four relative humidity levels (35, 55, 75, and 95 2 % RH) at 25 1 C. At 1 10(8) spores/ml, the LT50 value was 9.7 h at 95 % RH, which was significantly lower than values for other RH levels. At 1 10(7) spores/ml, the LT50 value was 43.8 h at 95 % RH, which was significantly different from values at 55 and 35 % RH. The efficacy of B. bassiana product was also verified on mites infesting potted bean plants with a concentration of 1 10(8) spores/ml. In double spray treatment where applications were made 2 on days 5 and 10 after mite infestation, the nymphal and adult population of T. urticae were reduced to zero on days 20 and 15, respectively. With a single spray on day 5, the nymphal population was also greatly reduced, but increased rapidly after day 20. Single and double sprays with B. bassiana reduced leaf damage as measured by image analysis by 33 and 94 % compared to no treatment, respectively. These results suggest that 1 10(8) spores/ml was the most effective dose and that two applications, at a 5-day interval,"
5048,rayyan-628424273,"Potential of two entomopathogenic fungi, Beauveria bassiana and Metarhizium anisopliae (Coleoptera: Scarabaeidae), as biological control agents against the June beetle.",2015,10.1093/jisesa/iev029,https://doi.org/10.1093/jisesa/iev029,https://pubmed.ncbi.nlm.nih.gov/25881632/,"The aim of this study was to evaluate the effectiveness of the entomopathogenic fungi (EPF), Beauveria bassiana (Bals.) Vuill. (Deuteromycotina: Hyphomycetes) strain PPRI 5339 [BroadBand, an emulsifiable spore concentrate (EC) formulation] and Metarhizium anisopliae (Metsch.) Sorokin (Hypocreales: Clavicipitaceae) strain F52 [Met52, both EC and granular (GR) formulations] against the larvae of Polyphylla fullo (L.) (Coleoptera: Scarabaeidae). Larvicidal bioassays were performed in foam boxes (100 by 75 by 50 cm; length by width by height), containing moist soil medium with some humus and potato tubers as food. Although the B. bassiana product (min. 4 10(9) conidia/ml) was applied at 100, 150, and 200 ml/100 l water; M. anisopliae strain F52 was applied at 500, 1,000, and 1,500 g/m(3) of moist soil medium for GR (9 10(8) cfu/g) and 75, 100, and 125 ml/100 l water for EC (5.5 10(9) conidia/ml) formulation. Both fungi were pathogenic to larvae of the pest; however, young larvae (1st and 2nd instars) were more susceptible to infection than older ones (3rd instar). Mortality rates of young and older larvae varied with conidial concentration of both fungi and elapsed time after application. The B. bassiana product was more effective than both of the formulations of the M. anisopliae product, causing mortalities up to 79.8 and 71.6% in young and older larvae, respectively. The highest mortality rates of young and older larvae caused by the M. anisopliae product were 74.1 and"
4992,rayyan-628424109,"Virulence of BotaniGard((R)) to Second Instar Brown Marmorated Stink Bug, Halyomorpha halys (Stal) (Heteroptera: Pentatomidae).",2015,10.3390/insects6020319,https://doi.org/10.3390/insects6020319,https://pubmed.ncbi.nlm.nih.gov/26463187/,"The brown marmorated stink bug, Halyomorpha halys (Stal) (BMSB) is an exotic invasive insect originating in East Asia, currently causing significant damage to fruits, vegetables and other crops throughout most of the Mid-Atlantic states of the U.S. It also is a nuisance pest, entering homes in the fall in search of suitable overwintering sites. Two formulations of BotaniGard((R)) with a strain of Beauveria bassiana (GHA) as the active ingredient were tested against second instar BMSB. Both the wettable powder and the emulsifiable suspension formulations were efficacious at 1 107 conidia mL(-1), causing 67%-80% mortality 9 days post treatment and 95%-100% after 12 days. The wettable powder formulation was slightly more efficacious."
1892,rayyan-628420676,Effect of seed treatment duration on growth and colonization of Vicia faba by endophytic Beauveria bassiana and Metarhizium brunneum,2016,10.1016/j.biocontrol.2016.09.008,https://doi.org/10.1016/j.biocontrol.2016.09.008,"[""http://europepmc.org/abstract/AGR/IND605840169"", ""https://doi.org/10.1016/j.biocontrol.2016.09.008""]","The effect of increased duration of seed treatment with two fungal entomopathogens, Beauveria bassiana (NATURALIS) and Metarhizium brunneum (BIPESCO5), on the growth and colonization of broad bean (Vicia faba) was assessed in two replicate greenhouse experiments. The plants were inoculated by soaking seeds in a concentration of 1107conidiaml1 of each of the two fungal strains or in sterile distilled water containing 0.1% Tween 80 for 2, 8, and 16h. Percent seed germination and seedling emergence as well as primary root length were determined seven days post inoculation. Effects of fungal strain and seed treatment duration on plant height, number of leaf pair, fresh root and shoot weight were measured 14 and 28days post inoculation. Seed treatment with either fungal strain significantly enhanced almost all measured plant growth parameters. Overall, plant growth was also significantly enhanced as seed treatment duration increased; irrespective of fungal strain. Percent colonization of different plant parts (root, leaf, and stem) sampled 14 and 28days post inoculation increased as the duration of seed treatment increased as well. The increase in colonization rate due to increased seed treatment duration varied significantly among plant parts, but not among both sampling dates. Our study demonstrates that M. brunneum can systemically colonize different plant parts and improve plant growth when applied as a seed treatment. This was also confirmed for the well-known endophytic B."
746,rayyan-628419436,Effects of entomopathogenic fungi on Encarsia formosa Gahan. (Hymenoptera: Aphelinidae) activity and behavior,2016,10.1016/j.biocontrol.2016.05.011,https://doi.org/10.1016/j.biocontrol.2016.05.011,"[""http://europepmc.org/abstract/AGR/IND605248237"", ""https://doi.org/10.1016/j.biocontrol.2016.05.011""]","The effects of a previously selected entomopathogenic fungus, Beauveria bassiana AL1 strain, and the B. bassiana-based mycoinsecticide Naturalis were evaluated on the Trialeurodes vaporariorum-Encarsia formosa system. The parasitoid's ability to recognize uninfected and infected hosts was examined by evaluation of E. formosa tropism in 'choice' conditions and its activity (residence time on leaf, searching time, handling hosts time and hosts acceptance) in no-choice conditions. Finally, the role of E. formosa in transmitting the mycoses from infected to uninfected host populations was estimated. E. formosa showed no differential tropism in 'choice' conditions. It was able neither to locate the host at distance nor to discriminate between infected and uninfected hosts. E. formosa was able to vector fungal propagules from contaminated to uncontaminated hosts during its activity. The results of these laboratory experiments have clarified some biological and behavioral aspects of pathogen-host-parasitoid interactions."
406,rayyan-628415733,Effects of four commercial fungal formulations on mortality and sporulation in house flies (Musca domestica) and stable flies (Stomoxys calcitrans),2016,10.1111/mve.12201,https://doi.org/10.1111/mve.12201,https://app.dimensions.ai/details/publication/pub.1035909337,"The house fly Musca domestica L. (Diptera: Muscidae) and stable fly Stomoxys calcitrans (L.) (Diptera: Muscidae) are major pests of livestock. Biological control is an important tool in an integrated control framework. Increased mortality in filth flies has been documented with entomopathogenic fungi, several strains of which are commercially available. Three strains of Beauveria bassiana (Balsamo-Crivelli) Vuillemin (Hypocreales: Cordycipitaceae) and one strain of Metarhizium brunneum (Petch) (Hypocreales: Clavicipitaceae) were tested in commercial formulations for pathogenicity against house flies and stable flies. There was a significant increase in mortality of house flies with three of the formulations, BotaniGard(R) ES, Mycotrol(R) O, and Met52(R) EC, during days 4-9 in comparison with balEnceTM and the control. In stable flies, mortality rates were highest with Met52(R) EC, followed by Mycotrol(R) O, BotaniGard(R) ES and, finally, balEnceTM. There was a significant fungal effect on sporulation in both house flies and stable flies. Product formulation, species differences and fungal strains may be responsible for some of the differences observed. Future testing in field situations is necessary. These commercial biopesticides may represent important tools in integrated fly management programmes."
2536,rayyan-628421370,Efficacy of Beauveria bassiana formulations against the fungus gnat Lycoriella ingenua,2016,10.1016/j.biocontrol.2016.09.003,https://doi.org/10.1016/j.biocontrol.2016.09.003,"[""http://europepmc.org/abstract/AGR/IND605496869"", ""https://doi.org/10.1016/j.biocontrol.2016.09.003""]","Lycoriella ingenua Dufour (Diptera: Sciaridae) is a major pest species in commercial mushroom (Agaricus bisporus) production throughout the world. Grower demand for alternative control measures, following the recent withdrawal of a number of chemical control options, led to a label extension for use of the fungal biopesticide BotaniGard(R) ES, for control of mushroom flies. Semi-field trials were conducted to evaluate the efficacy of BotaniGard(R) ES, and two alternative formulations of Beauveria bassiana strain GHA (the active ingredient in BotaniGard(R) ES), for control of L. ingenua, and their effect on crop yield when incorporated at spawning. Data collected from two replicated trials demonstrated that incorporation of B. bassiana was not detrimental to mushroom yield, but was also ineffective in controlling the development of L. ingenua larvae in artificially infested compost. Subsequent laboratory bioassays demonstrated that L. ingenua eggs and larvae were not susceptible to infection by B. bassiana strain GHA whereas pupae were somewhat susceptible (41% mortality). Bioassays conducted on adult L. ingenua using 1h exposure to a surface sprayed with BotaniGard(R) ES resulted in 100% mortality within 8days and a mean survival time of 6days, which was significantly different from the control population."
170,rayyan-628415361,Estimation of Median Lethal Concentration of Three Isolates of Beauveria bassiana for Control of Megacopta cribraria (Heteroptera: Plataspidae) Bioassayed on Solid Lygus spp. Diet,2016,10.3390/insects7030031,https://doi.org/10.3390/insects7030031,https://app.dimensions.ai/details/publication/pub.1026429724,"The kudzu bug, Megacopta cribraria (F.), is an urban nuisance and significant agricultural pest. The median lethal concentrations of three strains of Beauveria bassiana (Balsamo), including the Mississippi Delta native strain (NI8) isolated from Lygus lineolaris (Palisot de Beauvois), the commercial strain BotaniGard((R)) (GHA) (Victor, NY, USA), and the B. bassiana strain isolated from M. cribraria (KUDSC), were estimated on kudzu bug adults. A technique developed to evaluate B. bassiana against L. lineolaris was used. Younger adults (eight days after collection) were treated with NI8 and GHA and older adult (50 days after collection) were treated with NI8, GHA and KUDSC. Higher concentrations (n 106, n 107) of NI8 and GHA caused kudzu bug mortality two days after treatment in younger adults and similar concentrations of NI8, GHA, and KUDSC caused mortality one day after treatment in older adults. Lower concentrations (n 104, n 105) were not significantly different in mortality between strains. LS50 values of the KUDSC were significantly lower than NI8 and GHA values in older adults. This is the first available information on median lethal concentration of B. bassiana on kudzu bug adults bioassayed on artificial diet. It was determined that B. bassiana (KUDSC and NI8) are highly effective for young adults at very low doses (LC50 1.98-4.98 viable spores per mm2)."
2472,rayyan-628421302,Evaluation of Entomopathogenic Fungi Against the Western Flower Thrips (Thysanoptera: Thripidae) Under Laboratory Conditions,2016,,http://europepmc.org/abstract/AGR/IND605581755,http://europepmc.org/abstract/AGR/IND605581755,"Western flower thrips, Frankliniella occidentalis (Pergande), is an economically important pest of greenhouse production systems, and entomopathogenic fungi may be used to suppress populations of the western flower thrips. The objectives of our study were (a) to evaluate the efficacy of products containing three different entomopathogenic fungi (Beauveria bassiana [BotaniGard(R)], Isaria fumosoroseus [NoFlyTM], and Metarhizium anisopliae [Met52(R)]) against western flower thrips larvae and adults and (b) to assess effectiveness of combinations of entomopathogenic fungi and the insect growth regulator azadirachtin against western flower thrips larvae. In two laboratory bioassays western flower thrips larvae and adults were exposed to the three entomopathogenic fungi at two label rates (maximum and minimum), and two product shelf-life conditions (unexpired and expired). Bioassay 1 involved a 120-h incubation period; bioassay 2 entailed a 216-h incubation period. A third bioassay evaluated any synergistic effects of combining the entomopathogenic fungi with azadirachtin on western flower thrips larvae. Results indicated that (a) by 120 h of incubation, adult western flower thrips were more susceptible than larvae to maximum rates of unexpired B. bassiana and I. fumosoroseus; (b) unexpired products of B. bassiana and I. fumosoroseus had higher percentages of adult western flower thrips mortality than expired products at the maximum label rate; and (c) azadirachtin combined with unexpi"
407,rayyan-628415741,Oviposition Deterrence and Immature Survival of Filth Flies (Diptera: Muscidae) When Exposed to Commercial Fungal Products,2016,10.1093/jisesa/iew032,https://doi.org/10.1093/jisesa/iew032,https://app.dimensions.ai/details/publication/pub.1035122372,"Filth flies are pests of livestock, and can transmit pathogens that cause disease to animals and their caretakers. Studies have shown successful infection of adult filth flies following exposure to different strains and formulations of entomopathogenic fungi. This study aimed to examine the effects of commercial formulations of Beauveria bassiana (Balsamo) (Moniliales: Moniliaceae) (i.e., BotaniGard ES, Mycotrol O, balEnce), and Metarhizium brunneum (Metsch.) (Ascomycota: Hypocreales) (i.e., Met52 EC), on filth fly oviposition and immature fly survival after exposure. House flies, Musca domestica L., laid significantly fewer eggs on Met52 EC-treated surfaces than on surfaces treated with all other products and the control. Similar numbers of eggs were laid on surfaces treated with all B. bassiana products, but egg production was half of the control. Stable flies, Stomoxys calcitrans (L.), laid the fewest eggs on Met52 EC- and Mycotrol O-treated surfaces. This species did not distinguish between the remaining products and the control. In a second experiment, house fly eggs were placed on treated cloths so that hatched larvae contacted the treatment prior to development. Met52 EC had the greatest effect on immature survival with a significant reduction in recovered pupae at the medium and high doses of fungi. Overall, Met52 EC, containing M. brunneum, had the greatest effect on house fly and stable fly oviposition deterrence and immature development of house flies. Management i"
1394,rayyan-628420130,The combined effect of soil-applied azadirachtin with entomopathogens for integrated management of western flower thrips,2016,10.1111/jen.12242,https://doi.org/10.1111/jen.12242,"[""http://europepmc.org/abstract/AGR/IND605152933"", ""https://doi.org/10.1111/jen.12242""]","Performance of soil application of azadirachtin products with entomopathogens was evaluated as single treatments, in multiple combinations and in different concentrations against the soil stages of western flower thrips, Frankliniella occidentalis (Pergande), in French beans Phaseolus vulgaris L. Treatments consisted of NeemAzal-T solution, neem pellets, Steinernema carpocapsae (Weiser) Nemastar(R), isolates of Metarhizium anisopliae (Metschnikoff) Sorokin (IPP 2539 and ICIPE-69) and Beauveria bassiana (Balsamo) - Naturalis(R). All treatments were analysed for the number of emerging adults, while emerged adults in fungi-based treatments were analysed additionally for the retarded development of mycosis as a possible cause of secondary mortality. Possible interactive effects in combined treatments were analysed using a generalized linear model (GLM) approach, and three levels of dose-response combinations of the selected treatments were further tested. Bioassay results of the single treatments indicated between 43% and 60% reduction in adult emergence with NeemAzal-T solution thus proving to be the most efficient. However, most cadavers with entomopathogenic fungi (EPF) treatments showed the development of mycosis. Therefore, the reduction in adult emergence attributed to the EPF was altogether 87%. Combined treatments with Steinernema, Metarhizium (ICIPE-69), NeemAzal-T and neem pellets resulted in total reduction in adult emergence of 95-97% when late mortality by mycosis was c"
4989,rayyan-628424105,"Toxicity of natural insecticides on the larvae of wheat head armyworm, Dargida diffusa (Lepidoptera: Noctuidae).",2016,10.1016/j.etap.2016.01.014,https://doi.org/10.1016/j.etap.2016.01.014,https://pubmed.ncbi.nlm.nih.gov/26855414/,"The wheat head armyworm, Dargida (previously Faronta) diffusa (Walker) (Lepidoptera: Noctuidae), is widely distributed in North American grasslands and is most common on the Great Plains, where it is often a serious pest of corn and cereal crops. Six commercially available botanical or microbial insecticides used against D. diffusa were tested in the laboratory: Entrust((R)) WP (spinosad 80%), Mycotrol((R)) ESO (Beauveria bassiana GHA), Aza-Direct((R)) (azadirachtin), Met52((R)) EC (Metarhizium brunneum F52), Xpectro((R)) OD (Beauveria bassiana GHA+pyrethrins), and Xpulse((R)) OD (Beauveria bassiana GHA+azadirachtin). Concentrations of 0.1, 0.5, 1.0 and 2.0 fold the lowest labelled rates of formulated products were tested for all products, while for Entrust WP additional concentrations of 0.001 and 0.01 fold the label rates were also assessed. Survival rates were determined from larval mortality at 1-9 days post treatment application. We found that among the tested chemicals, Entrust((R)) (spinosad) was the most effective, causing 83-100% mortality (0-17% survival rate) at day 3 across all concentrations. The others, in order of efficacy from most to least, were Xpectro((R)) (B. bassiana GHA+pyrethrins), Xpulse((R))OD (B. bassiana GHA+azadirachtin), Aza-Direct((R)) (azadirachtin), Met52((R)) EC (M. brunneum F52), and Mycotrol((R)) ESO (B. bassiana GHA). These products and entomopathogenic fungi caused 70-100% mortality (0-30% survivability) from days 7 to 9. The tested products and entomopathogenic"
1141,rayyan-628419856,Application of an entomopathogenic fungus (Beauveria bassiana) increases potato nematodes reproduction and potato tubers damage caused by Ditylenchus destructor and D. dipsaci,2017,10.1016/j.biocontrol.2017.08.012,https://doi.org/10.1016/j.biocontrol.2017.08.012,"[""http://europepmc.org/abstract/AGR/IND605825896"", ""https://doi.org/10.1016/j.biocontrol.2017.08.012""]","Two greenhouse experiments were conducted to investigate the influence of Beauveria bassiana inoculated in the soil together with potato tuber rot nematode (Ditylenchus destructor) and stem and bulb nematode (Ditylenchus dipsaci). Data on nematode reproduction and consequently damage caused on potato tubers by these nematodes was investigated. In both experiments, the growing medium was inoculated with B. bassiana singly or in combination with D. destructor or D. dipsaci. B. bassiana alone did not negatively influence potato growth or tuber development. However, when B. bassiana was inoculated together with nematodes, higher nematode reproduction and tuber damage was observed at the end of the experiments. Tuber numbers and above ground fresh weight were not influenced by nematodes or a combination of B. bassiana and nematodes. Tuber weight was significantly reduced when nematodes were present together with B. bassiana. Although B. bassiana is an effective bio-control agent against some Meloidogyne spp., the application B. bassiana strain Naturalis in the presence of D. destructor and D. dipsaci might result in a detrimental interaction leading to higher nematode population densities and higher potato tuber damage."
465,rayyan-628415866,Characterization of the synergistic interaction between Beauveria bassiana strain GHA and Bacillus thuringiensis morrisoni strain tenebrionis applied against Colorado potato beetle larvae,2017,10.1016/j.jip.2017.01.007,https://doi.org/10.1016/j.jip.2017.01.007,https://app.dimensions.ai/details/publication/pub.1017099022,"Studies were undertaken to further characterize the previously identified synergistic activity of Bacillus thuringiensis- and Beauveria bassiana-based biopesticides against Colorado potato beetle (CPB). A flowable concentrate of B. thuringiensis morrisoni strain tenebrionis (Bt) (Novodor(R) FC) and a wettable powder of B. bassiana strain GHA (Bb) (Mycotrol(R) 22WP) were applied against CPB larval populations infesting potato in field plots. Novodor FC and an oil-dispersion formulation of Bb (Mycotrol ES) were applied against second-instar CPB larvae on potted potato plants in greenhouse tests under low relative humidity (RH), variable-temperature conditions. Each pathogen was applied alone and in combination (tank-mixed) with the other pathogen. In the field tests, each biopesticide was also combined with the spray-carrier (formulation without active ingredient) of the other pathogen. Results from the greenhouse tests showed that under warm, dry conditions, low activity of Mycotrol was counterbalanced by high activity of the Novodor, and under cool, somewhat more humid conditions, low Novodor activity was balanced by high activity of Mycotrol, with the result being a constant level of synergism (CPB mortality ca. 20 percentage points higher than predicted by independent action). Similar levels of synergism were observed under the markedly different conditions of the field and greenhouse environments, and the synergism was confirmed as arising from interaction of the two micobes,"
468,rayyan-628415877,Comparison of cauliflower-insect-fungus interactions and pesticides for cabbage root fly control,2017,10.1111/1744-7917.12534,https://doi.org/10.1111/1744-7917.12534,https://app.dimensions.ai/details/publication/pub.1091397196,"Cabbage root fly (Delia radicum L.) control represents a major challenge in brassica production, therefore different management strategies for its control were tested in conventionally managed open field cauliflower production. Strategies included treatments with low-risk methods such as nitrogen lime, the insecticide spinosad and the Beauveria bassiana ATCC 74040-based biopesticide Naturalis. Their effects were compared with treatments based on nonformulated fungal species Metarhizium brunneum, B. bassiana, Clonostachys solani, Trichoderma atroviride, T. koningiopsis, and T. gamsii and commercial insecticides -cyhalothrin and thiamethoxam. Spinosad and thiamethoxam were pipetted to individual plants before transplanting; -cyhalothrin was sprayed after transplanting; nitrogen lime was applied at first hoeing. Nonformulated fungi were delivered onto cauliflower plantlets' roots as a single pretransplantation inoculation. The cabbage root fly population dynamics exhibited a strong spatiotemporal variation. The lowest number of cabbage root fly pupae recovered from cauliflower roots in the field experiments was recorded in plants treated with spinosad (significant reduction), followed by Naturalis and one of the tested M. brunneum strains (nonsignificant reduction). Significantly more pupae were counted in the nitrogen lime treatment. The field experiments showed that a single drench of cauliflower plantlets with spinosad offered consistent and enduring cabbage root fly contro"
2620,rayyan-628421473,Compatibility of Beauveria bassiana with fungicides in vitro and on zucchini plants infested with Trialeurodes vaporariorum,2017,10.1016/j.biocontrol.2017.06.006,https://doi.org/10.1016/j.biocontrol.2017.06.006,"[""http://europepmc.org/abstract/AGR/IND605734927"", ""https://doi.org/10.1016/j.biocontrol.2017.06.006""]","The effect of fungicides on the entomopathogenic fungus Beauveria bassiana strain ATCC 74040 (Naturalis(R)) was evaluated in vitro and in vivo. The formulated fungicides Cantus(R) (boscalid), Frupica (mepanipyrim), Galben (benalaxyl), Melody(R) Compact (iprovalicarb+Cu oxychloride), OracleTM (fenamidone+Cu), Prosper(R) 300 CS (spiroxamine), Signum(R) (boscalid+pyraclostrobin), Switch(R) (cyprodinil+fludioxonil) and Talendo(R) (proquinazid) were tested on fungal colony growth from 10 field dose (10FD) to 104FD. Each product mixed with Naturalis at FD was also tested against Trialeurodes vaporariorum on zucchini plants. Fungal colony growth was not affected by Cantus, Galben, Melody Compact, Oracle and Talendo at FD, while Frupica and Prosper 300 CS reduced colony growth by 9.7% and 6.9%, respectively. All these products did not inhibit the activity of B. bassiana on whiteflies at FD. On the contrary, Signum and Switch significantly inhibited colony growth at all doses and reduced the entomopathogenic activity on whiteflies when applied in mixture with B. bassiana. The toxic effect of both fungicides on B. bassiana persisted for 10days after treatments, with a 91.2% reduction in nymph mortality in comparison to control for Signum and 87.4% for Switch. The mode of action of their active ingredients, boscalid, pyraclostrobin, cyprodinil and fludioxonil, individually and in mixture (boscalid+pyraclostrobin and cyprodinil+fludioxonil), was studied on fungal colony growth, spore germination, germ"
2309,rayyan-628421126,"Efficacy of biorational insecticides against chilli thrips, Scirtothrips dorsalis (Thysanoptera: Thripidae), infesting roses under nursery conditions",2017,10.1111/jen.12340,https://doi.org/10.1111/jen.12340,"[""http://europepmc.org/abstract/AGR/IND605720453"", ""https://doi.org/10.1111/jen.12340""]","We evaluated biopesticides based on entomopathogenic fungi, azadirachtin and horticultural oils for the management of the chilli thrips, Scirtothrips dorsalis Hood, an economically significant invasive pest in the United States. Insecticides were applied four times at 7- to 10-day intervals against established S. dorsalis infestations on shrub roses KnockOut(R), Rosa x 'Radrazz' under simulated nursery conditions. When applied as stand-alone treatments, Beauveria bassiana GHA (BotaniGard(R) ES), Metarhizium brunneum F52 (Met-52 EC), a horticultural oil (SuffOil-X(R)) and azadirachtin (Molt-X(R)) at label rates provided significant control, reducing populations of S. dorsalis by 48-71% compared with control over 4-6 weeks. Similar results were observed when the biopesticides were applied in rotation with each other. A conventional standard, spinosad (Conserve(R) SC), was consistently the most effective treatment in these studies, reducing thrips populations by 95% overall. In another study, more effective control (87%-92%) was achieved in biopesticide rotation programmes that included spinosad, when compared with those that did not. Results also showed that these biopesticides can be tank-mixed. However, there was no evidence that B. bassiana or M. brunneum combined with azadirachtin resulted in additive or synergistic control, as neither tank-mix treatment improved control compared with azadirachtin alone. These findings highlight the potential use of biopesticides in rotation program"
113,rayyan-628415283,Laboratory evaluation of the effect of Beauveria bassiana on the predatory mite Phytoseiulus persimilis (Acari: Phytoseiidae),2017,10.1016/j.jip.2017.06.006,https://doi.org/10.1016/j.jip.2017.06.006,https://app.dimensions.ai/details/publication/pub.1086060365,"Tetranychus urticae Koch (Acari: Tetranychidae), a major pest of many agricultural crops, is mainly controlled with chemical acaricides. However, predatory mites and entomopathogens have been proposed as alternative control agents. In this study, the effect of the BotaniGard(R) GHA strain of Beauveria bassiana on the survival, longevity, fecundity, and egg hatch rate of the predatory mite Phytoseiulus persimilis Athias-Henriot (Acari: Phytoseiidae) were studied under laboratory conditions. When B. bassiana was applied directly to P. persimilis eggs at a concentration of 1108conidia/ml, corrected hatchability was less than 5%, and the corrected mortality of nymphs and adults was not significantly different from control 10days after treatment. Phytoseiulus persimilis nymphs that hatched from treated eggs showed no significant change in their development time, adult female longevity, hatch rate, survival rates over time, or offspring sex ratio. However, significant negative effects on fecundity and life table parameters (net reproductive rate, intrinsic rate of natural increase, mean generation time, finite rate of increase, and doubling time) were found when B. bassiana was applied to the adult stage. Spraying B. bassiana at 1108conidia/ml on newly emerged adults of P. persimilis caused 44% reduction in the oviposition period, 26% in adult longevity, and 63% in fecundity. Due to these negative effects, B. bassiana should be used with careful adj"
850,rayyan-628419549,Preliminary Observations on Pathogenicity of Commercial Formulations of Metarhizium anisopliae1 and Beauveria bassiana1 Entomopathogenic Fungi for Control of Frankliniella invasor2 Under Laboratory Conditions,2017,,http://europepmc.org/abstract/AGR/IND605947293,http://europepmc.org/abstract/AGR/IND605947293,"At Chiapas, Mexico, Frankliniella invasor Sakimura (Thysanoptera: Thripidae) causes large economic loses to growers of mango (Mangifera indica L.), in addition to enormous ecological impact by insecticides used to control the thrips. We evaluated two commercial formulations Meta-TNK(R) [a.i. Metarhizium anisopliae (Metsch.) Sorokin sensu lato (s.l.)] and BotaniGard(R), [a.i. Beauveria bassiana (Bals.) Vuill.] as potential alternatives for control of female F. invasor adults. We found 91 2.0 and 95 1.1% of individuals exposed to Meta-TNK(R) and BotaniGard(R), respectively, dead by 48 hours after exposure. Both formulations have promising features to be used to control F. invasor."
