record_index,accession_number,title,publication_year,authors,doi,urls,secondary_title,screening_category,screening_categories_all,tags,inclusion_reason,source_wave,agent_confidence,qa_status,prior_asreview_label,abstract,article_link,abstract_missing,abstract_join_method
4483,rayyan-628423434,Effects of bait substrate and formulation on infection of grasshopper nymphs by Beauveria bassiana,1996,"Inglis, GD;Johnson, DL;Goettel, MS",10.1080/09583159650039511,"[""http://europepmc.org/abstract/AGR/IND20620937"", ""https://doi.org/10.1080/09583159650039511""]",Biocontrol science and technology.,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing; Bait substrate / ingestion of Bb conidia,reaudit_prior_relevant,high,accepted,1,"The effects of two formulations (oil and water) and two bait substrates (lettuce and bran) on infection of grasshopper nymphs (Melanoplus sanguinipes) by Beauveria bassiana were investigated. More nymphs died of mycosis after they had ingested substrates inoculated with conidia in oil than in water, but there was no difference between the lettuce and bran substrates. Of the conidia recovered in frass, most (95%) were recovered within 24 h of ingestion of the lettuce and bran substrates by nymphs. Significantly more conidia averaged over time were recovered in frass from the water than from the oil formulation. A higher incidence (33-82%) with more rapid onset of mycosis was observed in nymphs that were surface-sterilized before ingestion, compared with those surface-sterilized after ingestion of lettuce and bran substrates inoculated with B. bassiana in both formulations. A similar trend was observed in nymphs receiving the sterilization treatment before, rather than after, ingestion of wheat leaves sprayed with conidia in oil or water. Numerous conidia were observed on the heads, thoraxes and abdomens of nymphs that ingested treated lettuce or bran. Modest numbers of conidia were also recovered from the surfaces of nymphs, but no differences were observed between formulations or substrates. However, when nymphs ingested lettuce disks treated with fluorescent dye in either oil or water, more dye was observed on nymphs with the oil formulation. This laboratory study demonstrat",https://doi.org/10.1080/09583159650039511,0,doi
2993,rayyan-628421904,Effects of soil treatments with entomopathogenic fungi on soil dwelling non-target arthropods at a commercial olive orchard,2011,"Garrido-Jurado, I;Ruano, F;Campos, M;Quesada-Moraga, E",10.1016/j.biocontrol.2011.07.001,"[""http://europepmc.org/abstract/AGR/IND6074886"", ""https://doi.org/10.1016/j.biocontrol.2011.07.001""]",Biological Control.,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,formulation-delivery|efficacy|nontarget,Trap/bait/lure/electrostatic delivery pathway; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,,"Recent studies have shown the potential of entomopathogenic fungi (EF) for the biocontrol of tephritid puparia in soil treatments beneath the tree canopy. The soil is the natural ecosystem of these fungi, and the soil environment provides protection against UV. Furthermore, the fungi may recycle in the soil, providing a long term control of the puparia. However, such soil applications could have a negative impact on non-target soil arthropod fauna. In particular, ants play an important role in olive grove soil fauna because they are biological indicators of the soil condition. Thus, the aims of this study were to (i) determine the persistence of Metarhizium anisopliae EAMa 01/58-Su isolate in the soil when applied beneath olive trees for controlling olive fly puparia, (ii) elucidate its possible effect on non-target soil dwelling arthropod communities and (iii) evaluate the effect of soil treatment with M. anisopliae and Beauveria bassiana on Tapinoma nigerrimum colonies. Our results indicate that the soil ecosystem favors the persistence of this autochthonous isolate, maintaining levels of 10aCFUgaA1 of soil. This level allows long-term protection of the crop against the olive fly puparia. Furthermore, in pitfall traps, no infected insects were found in field as a result of the fungal treatment. The most abundant arthropods trapped were formicidae species. In laboratory assays, no significant differences in mortality were found between fungal treatments and control. The",https://doi.org/10.1016/j.biocontrol.2011.07.001,0,doi
5627,rayyan-628426062,Efficacy and nontarget effects of broadcast treatments to manage spotted lanternfly (Hemiptera: Fulgoridae) nymphs.,2023,Keller JA;Walsh B;Johnson A;Jenkins N;Rost J;Treichler B;Biddinger D;Calvin DD;Hoover K;Urban J;Roush RT,10.1093/jee/toad121,https://pubmed.ncbi.nlm.nih.gov/37364245/,Journal of economic entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|04-nontarget-ecotox,formulation-delivery|efficacy|nontarget,Trap/bait/lure/electrostatic delivery pathway; Nontarget risk in delivery/product/horizontal Bb context,wave1_narrow_signal,high,accepted,,"Management to control the spotted lanternfly, Lycorma delicatula (White), would ideally achieve managers' goals while limiting impacts on nontarget organisms. In a large-scale field study with 45 plots at least 711 m2, we tested foliar applications of dinotefuran and 2 formulations of Beauveria bassiana (Balsamo) Vuillemin, each applied from the ground and separately by helicopter. Applications targeted early instar nymphs. For both application methods, a single treatment with dinotefuran significantly reduced L. delicatula numbers, as measured by catch on sticky bands (91% reduction by air and 84% reduction by ground 19 days after application) and by timed counts (89% reduction by air and 72% reduction by ground 17 days after application). None of the B. bassiana treatments significantly reduced L. delicatula numbers, even after 3 applications. Beauveria bassiana infection in field-collected nymphs ranged from 0.4% to 39.7%, with higher mortality and infection among nymphs collected from ground application plots. Beauveria bassiana conidia did not persist for long on foliage which probably contributed to low population reduction. Nontarget effects were not observed among arthropods captured in blue vane flight intercept traps, San Jose Scale pheromone sticky traps or pitfall traps, but power analysis revealed that small reductions of less than 40% may not be detected despite extensive sampling of 48,804 specimens. These results demonstrate that dinotefuran can markedly redu",https://doi.org/10.1093/jee/toad121,0,doi
4196,rayyan-628423140,"Efficacy of Beauveria bassiana against the red imported fire ant, Solenopsis invicta (Hymenoptera: Formicidae), in Taiwan",2011,"Kafle, Lekhnath;Wu, Wen-Jer;Kao, Suey-Sheng;Shih, Cheng-Jen",10.1002/ps.2192,"[""http://europepmc.org/abstract/MED/21538803"", ""https://doi.org/10.1002/ps.2192""]",Pest management science,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,,"BackgroundCombining biological control and chemical control could be used for controlling red imported fire ant (RIFA), Solenopsis invicta, more effectively. Beauveria bassiana F256, a local strain from Taiwan, was evaluated for its efficacy in the control of S. invicta under both laboratory and field conditions.ResultsThe efficacies of different doses of B. bassiana (Bb) using direct application and bait formulation methods were compared. The number of RIFA workers killed by the direct application of Bb or by bait were significantly higher than those of the control, with different rates of efficacy under laboratory conditions. Under field conditions, the direct application of Bb into RIFA mounds was more efficient in inactivating the mounds than the bait application.ConclusionIt was shown that B. bassiana is able to control S. invicta under both laboratory and field conditions and can be used as a biocontrol agent against RIFA in Taiwan.",https://doi.org/10.1002/ps.2192,0,doi
5069,rayyan-628424412,Efficacy of Biopesticides for Management of the Swede Midge (Diptera: Cecidomyiidae).,2016,Evans BG;Hallett RH,10.1093/jee/tow192,https://pubmed.ncbi.nlm.nih.gov/27567223/,Journal of economic entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"Management of the swede midge, Contarinia nasturtii Kieffer, in North American crucifer production relies on crop rotation and the timely application of synthetic insecticides, based on pheromone trap monitoring of local adult populations. Organically acceptable formulations of azadirachtin, pyrethrin, and spinosad, and a commercial biopesticide containing the entomopathogenic fungus, Beauveria bassiana, were evaluated for their effects on larval mortality and oviposition deterrence in the greenhouse, and on damage symptoms in the field. In greenhouse trials, pyrethrin and spinosad treatments applied up to 24 h prior to C. nasturtii exposure resulted in significant reductions in oviposition on host plants, whereas azadirachtin and B. bassiana only deterred oviposition when applied 2 h prior to exposure. Spinosad caused the highest larval reduction (96%) on cauliflower meristems, while azadirachtin, B. bassiana, and pyrethrin caused significant larval reduction when applied preoviposition and significant mortality when applied postoviposition. Field trials conducted with these insecticides on broccoli in 2011 produced no significant reductions in overall damage levels; however, B. bassiana treatments produced more marketable plants than did the control. In 2013, all treatments significantly reduced overall damage levels and all treatments, except B. bassiana, produced more uninfested and marketable plants than the control. Field applications of these alternative insecticides",https://doi.org/10.1093/jee/tow192,0,doi
5464,rayyan-628425564,Efficiency Enhancement Technology of Dastarcus helophoroides (Coleoptera: Bothrideridae) for Controlling Monochamus alternatus (Coleoptera: Cerambycidae): Drilling Optimization and Biological Collaboration.,2025,Li J;Zhang M;Li Z;Li X;Peng Y;Zhou W;Zhao Z;Yan X,10.3390/insects16111138,https://pubmed.ncbi.nlm.nih.gov/41302884/,Insects,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"Dastarcus helophoroides Fairmaire, a parasitic natural enemy widely used in the biological control of Monochamus alternatus Hope, possesses strong abilities to search for hosts and prey. To enhance the biological control efficacy of D. helophoroides against M. alternatus, this study systematically evaluated the effectiveness of enhancing control through methods such as drilling holes in lure logs and introducing D. helophoroides carrying Pyemotes zhonghuajia or Beauveria bassiana under controlled indoor conditions. The results showed that: (1) Releasing D. helophoroides eggs (after 30 days) and releasing adults (after 120 days) were both effective in controlling M. alternatus, with the best control effects achieved when 50 eggs/m and 3 adults/m were released. The release of adults took longer to show effects but had better results than the release of eggs in the later stages. (2) The location and number of holes drilled in lure logs significantly influenced the efficiency of D. helophoroides in searching for and parasitizing M. alternatus, while the diameter of the holes was not significant. Considering the highest control efficacy and minimizing damage to the tree, the optimal conditions were releasing D. helophoroides adults 2 cm above M. alternatus fecal holes, with 0.4 cm in diameter and 2 holes/m release density, which significantly promoted the invasion of D. helophoroides adults into the borer tunnels and increased the M. alternatus mortality rate. (3) Releasing D. he",https://doi.org/10.3390/insects16111138,0,doi
221,rayyan-628415435,Encapsulation of Beauveria bassiana conidia as a new strategy for the biological control of Aedes aegypti larvae,2024,"Bitencourt, Ricardo de Oliveira Barbosa;de Sousa Queiroz, Raymyson Rhuryo;Ribeiro, Anderson;de Souza Ribeiro, Yrexam Rodrigues;Boechat, Marcela Santana Bastos;Carolino, Aline Teixeira;Santa-Catarina, Claudete;Samuels, Richard Ian",10.1038/s41598-024-83036-9,https://app.dimensions.ai/details/publication/pub.1183955508,Scientific Reports,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"The virulence of encapsulated fungal conidia against Aedes aegypti larvae was investigated. Molecular studies confirmed that the fungal isolate used here was Beauveria bassiana. Different conidial concentrations were tested. A concentration of 1 108 conidia mL 1 was the most effective, resulting in 7% larval survival after 7 days. Next, alginate capsules (0.65%) containing conidia were prepared with different densities of calcium chloride (0.01 M, 0.009 M, and 0.008 M CaCl2) and tested against larvae. Furthermore, groups of capsules were prepared with bird diet to act as an attractant. All capsule densities tested reduced larval survival (ranging from 22 to 67%). However, capsules with 0.008 M CaCl2 were the most effective. Furthermore, fungus-only capsules were more efficient when compared to those containing bird diet. Laboratory and semi-field bioassays were conducted using mixtures of capsules with different densities. In the laboratory, survival ranged from 26 to 53%, whereas in semi-field conditions, 35%, and 80% survival was observed for groups exposed to fungus-only capsules or capsules containing diet, respectively. Histopathological studies of larvae exposed to capsules showed the presence of the fungus in the digestive tract and visible damage to enterocytes. These findings offer new insights into the biological control of Ae. aegypti larvae.",https://doi.org/10.1038/s41598-024-83036-9,0,doi
4733,rayyan-628423684,Enhanced UV resistance and improved killing of malaria mosquitoes by photolyase transgenic entomopathogenic fungi,2012,"Fang, Weiguo;St Leger, Raymond J",10.1371/journal.pone.0043069,"[""http://europepmc.org/abstract/MED/22912789"", ""https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0043069&type=printable""]",PloS one,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave2_gap_bait_trap,high,accepted,,"The low survival of microbial pest control agents exposed to UV is the major environmental factor limiting their effectiveness. Using gene disruption we demonstrated that the insect pathogenic fungus Metarhizium robertsii uses photolyases to remove UV-induced cyclobutane pyrimidine dimers (CPD) and pyrimidine (6-4) photoproducts [(6-4)PPs] from its DNA. However, this photorepair is insufficient to fix CPD lesions and prevent the loss of viability caused by seven hours of solar radiation. Expression of a highly efficient archaeal (Halobacterium salinarum) CPD photolyase increased photorepair 30-fold in both M. robertsii and Beauveria bassiana. Consequently, transgenic strains were much more resistant to sunlight and retained virulence against the malaria vector Anopheles gambiae. In the field this will translate into much more efficient pest control over a longer time period. Conversely, our data shows that deleting native photolyase genes will strictly contain M. robertsii to areas protected from sunlight, alleviating safety concerns that transgenic hypervirulent Metarhizium spp will spread from mosquito traps or houses. The precision and malleability of the native and transgenic photolyases allows design of multiple pathogens with different strategies based on the environments in which they will be used.",https://doi.org/10.1371/journal.pone.0043069,0,doi
237,rayyan-628415453,Entomopathogenic Fungi in Forest Habitats of Ixodes ricinus,2024,"Dyczko, Dagmara;Plewa-Tutaj, Kinga;Kiewra, Dorota",10.3390/insects15050341,https://app.dimensions.ai/details/publication/pub.1171524380,Insects,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"(1) Background: In addition to the microclimate, host availability, and tick microbiota, soil environmental microorganisms can affect tick populations. This study aimed to (1) determine the presence and diversity of entomopathogenic fungi (EF) in forests, where ticks are abundant, and (2) estimate the effectiveness of the isolated EF strains against Ixodes ricinus. (2) Methods: EF were isolated using the trap insect method from soil collected from tick sites. A bioassay was used to estimate the effectiveness of EF against ticks. (3) Results: The presence of EF was found in all tested forest habitat types. A total of 53 strains belonging to the genera Metarhizium, Beauveria, and Isaria were isolated. All the six strains subjected to the bioassay showed potential efficacy against both adult and nymphal stages of I. ricinus; however, the strains differed in their effectiveness. The most effective isolate against I. ricinus was the soil environmental strain of Metarhizium anisopliae. (4) Conclusion: The study indicates that tick habitats can be the source of entomopathogenic fungi, which have a lethal effect on ticks, as demonstrated in preliminary laboratory tests with I. ricinus. However, for practical use, extensive field tests and further research on application methods and long-term effects are necessary to develop effective and sustainable tick management strategies.",https://doi.org/10.3390/insects15050341,0,doi
1828,rayyan-628420607,Entomopathogenic fungi against the red palm weevil: Lab and field evidence,2024,"Sabbahi, Rachid;Hock, Virginia",,http://europepmc.org/abstract/AGR/IND608269139,Crop Protection,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"Palms are threatened by a major pest, the red palm weevil, Rhynchophorus ferrugineus (Olivier) (Coleoptera: Curculionidae). The damage caused by its infestation is costly, often resulting in the removal of affected trees and the need for additional treatments to halt the pest's spread. The larvae's development and feeding activities within the trunk cause extensive damage to the trees. However, the lack of early infestation signs worsens the spread of the attack. While chemical treatments are effective, they pose issues such as pest resistance, worker health risks, and environmental concerns. Entomopathogenic fungi (EPF) such as Beauveria bassiana, Metarhizium anisopliae, Isaria fumosorosea, and Lecanicillium lecanii, are a promising alternative for managing RPW infestations. This literature review delves into the biology, ecology, and infection process of EPF and RPW, as well as the factors influencing the effectiveness of EPF against R. ferrugineus throughout its life cycle. The review also assesses the various EPF application and delivery methods along with the challenges and risks associated with their field use. It summarizes the results of various studies that tested the ability of EPF to control RPW in the laboratory and in the field, comparing the efficacy of different species and strains of EPF. The review concludes that EPF can significantly reduce RPW populations and damage, particularly when used in conjunction with other control methods like pheromone traps, inse",http://europepmc.org/abstract/AGR/IND608269139,0,title
1544,rayyan-628420294,Entomopathogenic fungi in Portuguese vineyards soils: suggesting a 'Galleria-Tenebrio-bait method' as bait-insects Galleria and Tenebrio significantly underestimate the respective recoveries of Metarhizium (robertsii) and Beauveria (bassiana),2018,"Sharma, Lav;Oliveira, Irene;Torres, Laura;Marques, Guilhermina",10.3897/mycokeys.38.26790,"[""http://europepmc.org/abstract/MED/30123027"", ""https://doi.org/10.3897/mycokeys.38.26790""]",MycoKeys,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"Entomopathogenic fungi (EPF) are the natural enemies of insect-pests. However, EPF recoveries can be influenced by the soil habitat-type(s) incorporated and/or the bait-insect(s) used. Galleriamellonella (GM) as bait-insect, i.e. 'Galleria-bait', is arguably the most common methodology, which is sometimes used solely, to isolate EPF from soils. Insect baiting using Tenebriomolitor (TM) has also been employed occasionally. Here 183 soils were used to estimate the functional diversity of EPF in Portuguese Douro vineyards (cultivated habitat) and adjacent hedgerows (semi-natural habitat), using the TM bait method. Moreover, to study the effect of insect baiting on EPF recovery, 81 of these 183 soil samples were also tested for EPF occurrences using the GM bait method. Twelve species were found in 44.26% 3.67% of the total of 183 soils. Clonostachysroseaf.rosea was found in maximum soils (30.05% 3.38%), followed by Beauveriabassiana (12.57% 2.37%), Purpureocilliumlilacinum (9.29% 2.14%) and Metarhiziumrobertsii (6.01% 1.75%). Beauveriapseudobassiana (P P = 0.006) and Cordycepscicadae (P=0.023) were isolated significantly more from hedgerows, highlighting their sensitivities towards agricultural disturbances. Beauveriabassiana (P = 0.038) and M.robertsii (P = 0.003) were isolated significantly more using GM and TM, respectively. Principal com",https://doi.org/10.3897/mycokeys.38.26790,0,doi
1636,rayyan-628420395,Evaluating the efficacy of biological and conventional insecticides with the new 'MCD bottle' bioassay,2014,"Sternberg, Eleanore D;Waite, Jessica L;Thomas, Matthew B",10.1186/1475-2875-13-499,"[""http://europepmc.org/abstract/MED/25515850"", ""https://doi.org/10.1186/1475-2875-13-499""]",Malaria journal,02c_formulation_delivery,02c_formulation_delivery,,Delivery-device pathway,wave3_residual,high,accepted,,"BackgroundControl of mosquitoes requires the ability to evaluate new insecticides and to monitor resistance to existing insecticides. Monitoring tools should be flexible and low cost so that they can be deployed in remote, resource poor areas. Ideally, a bioassay should be able to simulate transient contact between mosquitoes and insecticides, and it should allow for excito-repellency and avoidance behaviour in mosquitoes. Presented here is a new bioassay, which has been designed to meet these criteria. This bioassay was developed as part of the Mosquito Contamination Device (MCD) project and, therefore, is referred to as the MCD bottle bioassay.MethodsPresented here are two experiments that serve as a proof-of-concept for the MCD bottle bioassay. The experiments used four insecticide products, ranging from fast-acting, permethrin-treated, long-lasting insecticide nets (LLINs) that are already widely used for malaria vector control, to the slower acting entomopathogenic fungus, Beauveria bassiana, that is currently being evaluated as a prospective biological insecticide. The first experiment used the MCD bottle to test the effect of four different insecticides on Anopheles stephensi with a range of exposure times (1 minute, 3 minutes, 1 hour). The second experiment is a direct comparison of the MCD bottle and World Health Organization (WHO) cone bioassay that tests a subset of the insecticides (a piece of LLIN and a piece of netting coated with B. bassiana s",https://doi.org/10.1186/1475-2875-13-499,0,doi
4999,rayyan-628424134,Evaluation of a guardian plant system to suppress Frankliniella occidentalis (Thysanoptera: Thripidae) in greenhouse ornamentals.,2023,Sullivan CF;Davari A;Kim JS;Parker BL;Skinner M,10.1002/ps.7556,https://pubmed.ncbi.nlm.nih.gov/37194223/,Pest management science,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"BACKGROUND: Western flower thrips (WFT), Franklinella occidentalis (Pergande), is an economically damaging pest of greenhouse ornamentals. A 'guardian plant system' (GPS) that targeted WFT was evaluated under controlled and commercial greenhouse conditions. This system used mycotized millet grains with the entomopathogenic fungus Beauveria bassiana (Balsamo-Crivelli) Vuillemin applied to soil of potted marigolds, Tagetes patula (L.), combined with the foliar-dwelling predatory mite Neoseiulus (=Amblyseius) cucumeris (Oudemans) in slow-release sachets under controlled greenhouse conditions, and with the addition of a pheromone lure under commercial settings. RESULTS: Significantly fewer WFT and less foliar damage on GPS was observed over the 10 and 12 weeks experimental periods compared to the untreated controls. Predatory mites were maintained up to 10 weeks with one release under controlled greenhouse conditions and 12 weeks with two releases in commercial greenhouses. In commercial greenhouses, greater numbers of WFT were found on marigolds than on crop plants within 1 m of the system. Fungal granules persisted for 12 weeks up to 2.5 10(5) CFU g(-1) in the GPS soil. CONCLUSION: The use of biological control agents to suppress WFT within a GPS could be a useful IPM strategy for greenhouse production. The marigold GPS attracted WFT which were suppressed primarily through predation by foliar-dwelling predatory mites and to a lesser extent, infection from conidia produced b",https://doi.org/10.1002/ps.7556,0,doi
2720,rayyan-628421624,"Evaluation of the entomopathogenic fungi Beauveria bassiana, Metarhizium anisopliae, and Isaria fumosorosea for control of Sitophilus oryzae",2014,"Kavallieratos, Nickolas G;Kavallieratos, Nickolas G;Athanassiou, Christos G;Aountala, Maria M;Kontodimas, Demetrius C",10.4315/0362-028x.jfp-13-196,"[""http://europepmc.org/abstract/MED/24406003"", ""https://doi.org/10.4315/0362-028X.JFP-13-196""]",Journal of food protection,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"The entomopathogenic fungi Beauveria bassiana, Metarhizium anisopliae, and Isaria fumosorosea were tested against the stored-grain pest Sitophilus oryzae. The fungi were isolated from the soil (from three locations in Attica, Greece: B. bassiana from Tatoion, M. anisopliae from Marathon, and I. fumosorosea from Aghios Stefanos) using larvae of Galleria mellonella as bait. Suspensions of 2.11 10(7) and 2.11 10(8), 1.77 10(7) and 1.77 10(8), and 1.81 10(7) and 1.81 10(8) conidia per ml of B. bassiana, M. anisopliae, and I. fumosorosea, respectively, were applied by three treatments: (i) sprayed on food and set in petri dishes with adults of S. oryzae, (ii) sprayed on adults of S. oryzae and set in petri dishes without food, and (iii) sprayed on adults of S. oryzae and set in petri dishes with food. The observed mortality of S. oryzae adults during the overall exposure period for the lowest, as well as for the highest, concentrations of B. bassiana, M. anisopliae, and I. fumosorosea ranged from 0 to 100%. Concentration was, in most of the cases tested, a critical parameter that determined the 'speed of kill' of the exposed insect species for B. bassiana and M. anisopliae. Conversely, concentration was not that critical for I. fumosorosea, and survival was high in some of the combinations tested, even after 14 days of exposure. Both in the highest and the lowest concentrations of fungi, the mortality of S. oryzae adults was higher when the fungi were applied on adults",https://doi.org/10.4315/0362-028x.jfp-13-196,0,doi
5088,rayyan-628424479,Evaluation of three formulations of Beauveria bassiana for control of lesser mealworm and hide beetle in Georgia poultry houses.,2003,Geden CJ;Steinkraus DC,10.1603/0022-0493-96.5.1602,https://pubmed.ncbi.nlm.nih.gov/14650537/,Journal of economic entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway; Formulation/carrier with trap/bait/device framing,wave1_narrow_signal,high,accepted,,"Initial screening of 12 Beauveria bassiana (Balsamo) Vuillemin isolates against larvae of the lesser mealworm (Alphitobius diaperinus [Panzer]) resulted in the selection of two isolates, GHA and 707, for further testing under field conditions. Three formulations of each strain were prepared: an EC, a ground corn granular formulation, and waste product of fungal propagation containing spent media, mycelia, and unharvested conidia ('residue' formulation). Two field trials were conducted in commercial caged-layer houses in Georgia with 5-6 mo of manure accumulation and established populations of A. diaperinus and hide beetles (Dermestes maculatus DeGeer). In the first trial field, B. bassiana was applied a single time to the manure surface at either 10(9) (EC and granular cornmeal bait formulations) or 10(8) (residue formulation) fungal spores per square meter. In the second trial, two successive weekly treatments were applied, using a total of 6x the rate of application used in the first trial, Significant treatment effects were short-lived and only detected 2 wk after treatment in both trials. The granular formulations of both strains and the residue formulation of the GHA strain provided the greatest degree of suppression (60-90%) of beetle larvae. A laboratory bioassay confirmed that the granular bait was the most effective formulation. More frequent applications made earlier in the manure accumulation cycle may be necessary to achieve satisfactory control of these beetles.",https://doi.org/10.1603/0022-0493-96.5.1602,0,doi
989,rayyan-628419696,Field applications of Beauveria bassiana to control the European cherry fruit fly Rhagoletis cerasi,2010,"Daniel, C;Wyss, E",10.1111/j.1439-0418.2009.01486.x,"[""http://europepmc.org/abstract/AGR/IND44457328"", ""https://doi.org/10.1111/j.1439-0418.2009.01486.x""]",Journal of Applied Entomology,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy|01-existing-products,existing-products|formulation-delivery|efficacy,Named commercial Bb product or registry/approval product record; Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"Field experiments with foliar applications of Beauveria bassiana ATCC 74040 (product Naturalis-L) were conducted to control the European cherry fruit fly Rhagoletis cerasi Loew (Diptera: Tephritidae), a major pest of cherries in Europe. Naturalis-L was applied at concentrations of 250 ml per 100 l in 7-day intervals during the flight period of R. cerasi. Flight activity monitored by yellow sticky traps was only slightly affected by treatments. Infection and mycosis of adult cherry fruit flies was shown to be possible under field conditions. Fruit infestation was assessed at harvest. The number of infested fruits was significantly reduced by 65% with foliar applications of Naturalis-L. These results were obtained from five experiments in 2 years with considerably different weather conditions (wet vs. dry) and in different orchards with different flight intensities of R. cerasi (low vs. high) and different cherry varieties (early ripening vs. late ripening). In conclusion, the application of Naturalis-L is a suitable and economically feasible strategy for controlling R. cerasi in organic cherry production. The product Naturalis-L is currently registered for cherry fruit fly control in Italy and Switzerland.",https://doi.org/10.1111/j.1439-0418.2009.01486.x,0,doi
5115,rayyan-628424670,"Field efficacy of insect pathogen, botanical, and jasmonic acid for the management of wheat midge Sitodiplosis mosellana and the impact on adult parasitoid Macroglenes penetrans populations in spring wheat.",2019,Shrestha G;Reddy GVP,10.1111/1744-7917.12548,https://pubmed.ncbi.nlm.nih.gov/29064185/,Insect science,02c_formulation_delivery,02c_formulation_delivery|02a_efficacy,formulation-delivery|efficacy,Trap/bait/lure/electrostatic delivery pathway,wave1_narrow_signal,high,accepted,,"The wheat midge, Sitodiplosis mosellana, is a serious pest of wheat worldwide. In North America, management of S. mosellana in spring wheat relies on the timely application of pesticides, based on midge adults levels caught in pheromone traps or seen via field scouting during wheat heading. In this context, biopesticides can be an effective alternative to pesticides for controlling S. mosellana within an Integrated Pest Management program. A field study using insect pathogenic fungus Beauveria bassiana GHA, nematode Steinernema feltiae with Barricade polymer gel 1%, pyrethrin, combined formulations of B. bassiana GHA and pyrethrin, Jasmonic acid (JA) and chlorpyrifos (chemical check) was performed to determine to which extent they affect midge larval populations, kernel damage levels, grain yield, and quality, and the impacts on adult parasitoid Macroglenes penetrans populations. The results indicated that biopesticides JA and S. feltiae were the most effective in reducing larval populations and kernel damage levels, and produced a higher spring wheat yield when compared to the water control at both study locations (East Valier and North Valier, Montana, USA). Increased test weight in wheat had been recorded with two previous biopesticides at East Valier but not for North Valier, when compared over water control. These results were comparable in efficacy to the chlorpyrifos. This study also suggested that B. bassiana and pyrethrin may work synergistically, as exemplified by",https://doi.org/10.1111/1744-7917.12548,0,doi
